variable,reference,lat,lon,mat,map,ph_soil,species,family,genus,photopathway,legume,managed,growthform,functionaltype,broadleaf_conifer,evergreen_deciduous,ninorg_form,ndep_kg_ha_yr,duration_yr,load,value_t,value_c,n_t,n_c,sd_t,sd_c,ln_rr,v,w,cluster,w_dash,,,,,,,,,,,,,,,,
Narea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Lupinus perennis,Fabaceae,Lupinus,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,2.1,1.87,3,3,0.3,0.31,0.11281,0.01588,62.95698,29,62.95698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Solidago rigida,Asteraceae,Solidago,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,1.69,1.49,3,3,0.3,0.32,0.12615,0.02598,38.49417,30,38.49417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Agropyron repens,Poaceae,Agropyron,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,1.19,0.98,3,3,0.31,0.3,0.19643,0.05379,18.59202,31,18.59202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Schizachyrium scoparium,Poaceae,Schizachyrium,C4,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,0.81,0.61,3,3,0.29,0.3,0.28122,0.12001,8.33279,32,8.33279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Liu-2012-Journal of Plant Ecology,23.33N,113.50E,21.5,1787,4.15,Acmena acuminatissima,Myrtaceae,Acmena,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,1.4,1.3,3,3,0.03,0.04,0.07832,4.8e-4,2092.6405,33,2092.6405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Liu-2012-Journal of Plant Ecology,23.33N,113.50E,21.5,1787,4.15,Ormosia pinnata,Fabaceae,Ormosia,C3,legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,1.82,1.65,3,3,0.15,0.04,0.09529,0.00257,388.61894,34,388.61894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Lovelock-2004-Functional Ecology,9.35N,82.25W,26,4000,6.66,Rhizophora mangle,Rhizophoraceae,Rhizophora,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,30,2,60,2.47,2.39,8,8,0.17,0.17,0.03292,0.00122,819.45857,35,819.45857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Loverlock-2003-Oecology,NA,NA,NA,NA,NA,Laguncularia racemosa,Combretaceae,Laguncularia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,1,NA,2.37,2.3,6,6,0.17,0.15,0.02985,0.00159,628.69342,36,628.69342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Loverlock-2003-Oecology,NA,NA,NA,NA,NA,Avicennia germinans,Acanthaceae,Avicennia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,Urea,NA,1,NA,4.23,2.91,6,6,0.21,0.15,0.37569,8.6e-4,1161.44944,37,1161.44944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Makoto-2007-Photosynthetica,43.N,141.33E,6.8,1263,5.8,Pinus koraiensis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4+,30,1,30,3.03,1.88,4,4,1.4,0.06,0.47729,0.05363,18.64756,38,18.64756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2014-Landscape and Ecological Engineering,43.12N,141.63E,20.2,1084,4.94,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,50,1,50,1.21,1.16,3,3,0.55,0.38,0.0422,0.10591,9.44201,39,2.3605025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2012-Photosynthetica,43.12N,141.63E,20.2,1084,5.6,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,50,3,150,2.49,2.37,8,8,0.53,0.31,0.04939,0.0078,128.17472,39,32.04368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2014-Landscape and Ecological Engineering,43.12N,141.63E,20.2,1084,4.94,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,20,1,20,1.22,1.16,3,3,0.71,0.38,0.05043,0.14891,6.7155,39,1.678875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2014-Landscape and Ecological Engineering,43.12N,141.63E,20.2,1084,4.94,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,100,1,100,1.61,1.16,3,3,0.24,0.38,0.32781,0.04353,22.97239,39,5.7430975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,1.8,1.64,3,3,0.12,0.06,0.09651,0.00209,479.58024,40,159.86008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,2,300,1.95,1.64,3,3,0.09,0.06,0.17532,0.00125,797.50133,40,265.8337767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,2,200,1.99,1.64,3,3,0.11,0.06,0.19364,0.00144,695.86103,40,231.9536767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Randia canthioides,Rubiaceae,Randia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,1.41,1.24,3,3,0.1,0.09,0.12807,0.00333,300.22713,41,100.07571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Randia canthioides,Rubiaceae,Randia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,2,300,1.56,1.24,3,3,0.22,0.09,0.2301,0.00857,116.70358,41,38.90119333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Randia canthioides,Rubiaceae,Randia,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,2,200,1.57,1.24,3,3,0.2,0.09,0.2347,0.00707,141.48555,41,47.16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya chinensis,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,2,100,1.93,1.65,3,3,0.04,0.14,0.15726,0.00248,403.5664,42,134.5221333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya chinensis,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,2,300,2.07,1.65,3,3,0.06,0.14,0.2275,0.00261,383.16984,42,127.72328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Mao-2018-Science of the Total Environment,23.16N,112.16E,21.9,1748,3.8,Cryptocarya chinensis,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,2,200,2.12,1.65,3,3,0.31,0.14,0.24816,0.00956,104.57206,42,34.85735333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Martin-2010-Plant Cell and Environment,32.70S,150.20E,13.3,856,5.5,Avicennia marina,Acanthaceae,Avicennia,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,3,NA,3.57117,3.11203,3,3,0.35,0.35,0.13762,0.00731,136.82323,43,68.411615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Martin-2010-Plant Cell and Environment,32.70S,150.20E,13.3,856,5.5,Avicennia marina,Acanthaceae,Avicennia,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,NA,3,NA,6.553904,4.895506,3,3,0.52,0.51,0.29174,0.00572,174.72877,43,87.364385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium myrtillus,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,12.5,16,200,0.6,0.6,6,6,0.07,0.07,0,0.005,200,44,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium myrtillus,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,50,16,800,0.7,0.6,6,6,0.05,0.07,0.15415,0.00332,301.53846,44,150.76923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,12.5,8,100,1.7,1.5,6,6,0.27,0.27,0.12516,0.00956,104.55189,45,26.1379725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,12.5,8,100,1.5,1.2,6,6,0.15,0.39,0.22314,0.01938,51.6055,45,12.901375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,50,8,400,2.1,1.5,6,6,0.37,0.27,0.33647,0.01048,95.4215,45,23.855375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Palmroth-2014-Oecologia,64.23N,19.77E,1.5,591,4.6,Vaccinium vitis-idaea,Ericaceae,Vaccinium,C3,non-legumes,Managed,Woody,Shrub,NA,NA,NH4NO3,50,8,400,1.7,1.2,6,6,0.22,0.39,0.34831,0.02058,48.58958,45,12.147395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,150,4,600,0.6,0.9,3,3,0.16,0.14,-0.40547,0.0304,32.8934,46,2.741116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,15,4,60,0.7,0.9,3,3,0.12,0.14,-0.25131,0.0179,55.86207,46,4.6551725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,25,4,100,0.5,0.6,3,3,0.09,0.17,-0.18232,0.03778,26.47059,46,2.2058825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,4,200,0.6,0.7,3,3,0.28,0.07,-0.15415,0.07438,13.44512,46,1.120426667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,150,4,600,0.6,0.7,3,3,0.21,0.07,-0.15415,0.04327,23.11321,46,1.926100833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,4,200,0.8,0.9,3,3,0.17,0.14,-0.11778,0.02353,42.50574,46,3.542145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,25,4,100,0.7,0.7,3,3,0.1,0.07,0,0.01061,94.23077,46,7.852564167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,25,4,100,0.9,0.9,3,3,0.35,0.14,0,0.05728,17.4569,46,1.454741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,15,4,60,0.8,0.7,3,3,0.16,0.07,0.13353,0.01592,62.80793,46,5.233994167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,15,4,60,0.7,0.6,3,3,0.14,0.17,0.15415,0.04084,24.4864,46,2.040533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,150,4,600,0.7,0.6,3,3,0.02,0.17,0.15415,0.02798,35.73744,46,2.97812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Song-2018-Acta Ecologica Sinica,36.63N,112.12E,11.8,662,6.8,Acer mono,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,4,200,0.8,0.6,3,3,0.07,0.17,0.28768,0.03028,33.02752,46,2.752293333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Talhelm-2011-Ecological Application,44N,85W,6,880,4.5,Acer saccharum,Sapindaceae,Acer,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NO3-,30,14,420,1.68,1.52,3,3,0.1,0.12,0.10008,0.0034,294.43329,47,294.43329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,van de Weg-2013-Plant Ecology,68.63N,49.72W,-7.5,223,NA,Eriophorum vaginatum,Cyperaceae,Eriophorum,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,100,22,2200,3.07,2.89,8,8,0.42,0.28,0.05995,0.00357,280.16768,48,280.16768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,van de Weg-2013-Plant Ecology,68.63N,49.72W,-7.5,223,NA,Betula nana,Betulaceae,Betula,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4NO3,100,22,2200,2.95,1.99,8,8,0.89,0.34,0.39117,0.01497,66.79437,49,66.79437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Van Heerwaarden-2003-Journal of Ecology,68.35N,18.82E,0.3,320,5.9,Betula nana,Betulaceae,Betula,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4+,100,4,400,2.17,2.07,8,8,0.27,0.19,0.05064,0.00292,342.32037,50,342.32037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Van Heerwaarden-2003-Journal of Ecology,68.35N,18.82E,0.3,320,5.9,Rubus chamaemorus,Rosaceae,Rubus,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4+,100,4,400,2.95,2.71,8,8,0.19,0.23,0.08536,0.0014,714.89786,51,714.89786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Van Heerwaarden-2003-Journal of Ecology,68.35N,18.82E,0.3,320,5.9,Vaccinium uliginosum,Ericaceae,Vaccinium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4+,100,4,400,1.97,1.8,8,8,0.19,0.04,0.09259,0.00121,824.66314,52,824.66314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Van Heerwaarden-2003-Journal of Ecology,68.35N,18.82E,0.3,320,5.9,Eriophorum vaginatum,Cyperaceae,Eriophorum,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4+,100,4,400,2.52,2.16,8,8,0.15,0.23,0.15504,0.00184,543.02965,53,543.02965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,0.88,0.76,4,4,0.28,0.23,0.15172,0.04777,20.93344,54,6.977813333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,2.14,1.82,4,4,0.26,0.36,0.16079,0.01364,73.32236,54,24.44078667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Wang-2012-GCB Bioenergy,40.17N,88.19W,10.8,996,6.1,Miscanthus giganteus,Poaceae,Miscanthus,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,224,1,224,1.47,1.18,4,4,0.33,0.2,0.21918,0.01908,52.39775,54,17.46591667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Watanabe-2012-Environmental and Experimental Botany,45.10N,142.20E,5.2,1200,5.54,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4+,47,2,94,1.94,1.7,4,4,0.22,0.2,0.13206,0.00668,149.80792,55,74.90396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Watanabe-2012-Environmental and Experimental Botany,45.10N,142.20E,5.2,1200,6.17,Larix gmelinii,Pinaceae,Larix,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4+,47,2,94,1.45,1.04,4,4,0.26,0.16,0.33234,0.01396,71.65783,55,35.828915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Yang-2015-Chinese Journal of Plant Ecology,43.55N,116.68E,0.3,346,7.8,Cleistogenes squarrosa,Poaceae,Cleistogenes,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,560,1,560,1.09,0.89,4,4,0.06,0.18,0.20153,0.01033,96.81451,56,32.27150333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Yang-2015-Chinese Journal of Plant Ecology,43.56N,116.69E,0.3,346,7.9,Cleistogenes squarrosa,Poaceae,Cleistogenes,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,350,1,350,1.13,0.89,4,4,0.1,0.18,0.23404,0.01148,87.12794,56,29.04264667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Yang-2015-Chinese Journal of Plant Ecology,43.57N,116.70E,0.3,346,7.9,Cleistogenes squarrosa,Poaceae,Cleistogenes,C4,non-legumes,Managed,Herb,Grass,NA,NA,Urea,105,1,105,1.26,0.89,4,4,0.23,0.18,0.34926,0.01766,56.63753,56,18.87917667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Narea,Zhao-2012-Acta Physiology Plant,31.68N,103.90E,9.3,825,6,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Evergreen,NH4NO3,250,1,250,3.22,2.36,4,4,0.25,0.37,0.31029,0.00781,127.96348,57,127.96348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bagherzadeh-2008-Journal of Forest Research,51.78N,9.62E,6.5,1050,3.69,Fagus sylvatica,Fagaceae,Fagus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,19.2,2,38.4,2.02,1.77,42,18,0.324,0.2546,0.13212,0.00176,567.61,1,567.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bai-2014-Chinese Journal of Plant Ecology,43.63N,116.7E,0.3,340,7.5,Leymus chinensis,Poaceae,Leymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,105,2,210,28.82,23.06,5,9,5.5231,2.46,0.22297,0.00861,116.15,2,116.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bai-2016-Acta Prataculturae Sinica,41.78N,111.88E,NA,311.4,8.1,Stipa breviflora,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,Other,175,2,350,9.03,8.28,3,3,1.5588,0.1386,0.08671,0.01003,99.73,3,99.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Barton-2009-Agronomy Journal,31.93S,115.78E,18.57301609,746,4.7,Pennisetum clandestinum,Poaceae,Pennisetum,C4,non-legumes,Managed,Herb,Grass,NA,NA,NH4+,50,2,100,27.6,24,3,3,1.0392,2.4249,0.13976,0.00388,258.04,4,64.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Barton-2009-Agronomy Journal,31.93S,115.78E,18.57301609,746,4.7,Pennisetum clandestinum,Poaceae,Pennisetum,C4,non-legumes,Managed,Herb,Grass,NA,NA,NH4+,50,2,100,25,20.3,3,3,0.5196,1.2124,0.20825,0.00133,750.15,4,187.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Barton-2009-Agronomy Journal,31.93S,115.78E,18.57301609,746,4.7,Pennisetum clandestinum,Poaceae,Pennisetum,C4,non-legumes,Managed,Herb,Grass,NA,NA,NH4+,150,2,300,25.9,20.3,3,3,1.2124,1.2124,0.24362,0.00192,520.96,4,130.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Barton-2009-Agronomy Journal,31.93S,115.78E,18.57301609,746,4.7,Pennisetum clandestinum,Poaceae,Pennisetum,C4,non-legumes,Managed,Herb,Grass,NA,NA,NH4+,150,2,300,33.6,24,3,3,2.7713,2.4249,0.33647,0.00567,176.36,4,44.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bassin-2012-Journal of Vegetation Science,46.5N,9.65E,2.8,1000,5.6,Carex sempervirens,Cyperaceae,Carex,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,50,2,100,22.33,19.51,4,4,1.1271,1.1934,0.13491,0.00157,635.87,5,635.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bassin-2012-Journal of Vegetation Science,46.5N,9.65E,2.8,1000,5.6,Potentilla aurea,Rosaceae,Potentilla,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,50,2,100,27.46,23.75,4,4,1.4586,1.4586,0.14524,0.00165,606.83,6,606.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bauer-2001-New Phytologist,NA,NA,NA,NA,NA,Acer rubrum,Sapindaceae,Acer,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,2.5,125,11.68,10.44,3,3,2.2798,1.036,0.11283,0.01598,62.57,7,62.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
