variable,reference,lat,lon,mat,map,ph_soil,species,family,genus,photopathway,legume,managed,growthform,functionaltype,broadleaf_conifer,evergreen_deciduous,ninorg_form,ndep_kg_ha_yr,duration_yr,load,value_t,value_c,n_t,n_c,sd_t,sd_c,ln_rr,v,w,cluster,w_dash,,,,,,,,,,,,,,,,
Nmass,Bauer-2001-New Phytologist,NA,NA,NA,NA,NA,Betula lenta,Betulaceae,Betula,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,2.5,125,16.17,13.47,3,3,3.9383,4.56,0.18244,0.05794,17.26,8,17.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bauer-2001-New Phytologist,NA,NA,NA,NA,NA,Picea rubens,Pinaceae,Picea,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,50,2.5,125,10.87,8.69,3,3,3.0574,2.9029,0.22378,0.06357,15.73,9,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bauer-2001-New Phytologist,NA,NA,NA,NA,NA,Pinus strobus,Pinaceae,Pinus,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,NH4NO3,50,2.5,125,12.78,9.05,3,3,2.9528,2.1237,0.34553,0.03617,27.65,10,27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bauer-2001-New Phytologist,NA,NA,NA,NA,NA,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,50,2.5,125,14.94,13.95,3,3,3.7827,3.3169,0.06837,0.04022,24.86,11,24.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bethers-2009-Forest Ecology and Management,44.87N,68.11W,4.9,1400,4.8,Acer saccharum,Sapindaceae,Acer,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4+,25.2,17,428.4,2.38,2.03,11,11,0.0995,0.1327,0.15906,5.5e-4,1827.65,12,1827.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Anemone rivularis,Ranunculaceae,Anemone,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,70,1,70,18.9,16.5,6,6,3.1794,2.6797,0.1358,0.00911,109.74,13,36.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Anemone rivularis,Ranunculaceae,Anemone,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,140,1,140,24.1,16.5,6,6,5.2101,2.6797,0.37885,0.01219,82.07,13,27.35666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Anemone rivularis,Ranunculaceae,Anemone,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,210,1,210,32.5,16.5,6,6,5.3129,2.6797,0.67788,0.00885,112.99,13,37.66333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Elymus nutans,Poaceae,Elymus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,210,1,210,31,16.7,6,6,0.8965,0.0882,0.61858,1.4e-4,6942.55,14,6942.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Kobresia myosuroides,Cyperaceae,Kobresia,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,70,1,70,15.8,11.5,6,6,0.5168,0.4605,0.31766,4.5e-4,2244.2,15,1122.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Kobresia myosuroides,Cyperaceae,Kobresia,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,140,1,140,18.8,11.5,6,6,0.5193,0.4605,0.49151,3.9e-4,2535.41,15,1267.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Oxytropis ochrocephala,Fabaceae,Oxytropis,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,70,1,70,22.6,24.5,6,6,2.9149,2.7263,-0.08072,0.00484,206.77,16,68.92333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Oxytropis ochrocephala,Fabaceae,Oxytropis,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,210,1,210,23.1,24.5,6,6,2.7532,2.7263,-0.05884,0.00443,225.66,16,75.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Oxytropis ochrocephala,Fabaceae,Oxytropis,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,140,1,140,26.8,24.5,6,6,2.7287,2.7263,0.08973,0.00379,263.74,16,87.91333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Pedicularis kansuensis,Orobanchaceae,Pedicularis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,70,1,70,21.1,17.3,6,6,5.1292,5.1121,0.19857,0.0244,40.98,17,13.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Pedicularis kansuensis,Orobanchaceae,Pedicularis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,140,1,140,26,17.3,6,6,2.8365,5.1121,0.40739,0.01654,60.47,17,20.15666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Pedicularis kansuensis,Orobanchaceae,Pedicularis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,210,1,210,32.2,17.3,6,6,5.1121,5.1121,0.62126,0.01875,53.32,17,17.77333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Potentilla ragarioides,Rosaceae,Potentilla,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,70,1,70,25.7,18.1,6,6,6.7116,2.7704,0.35058,0.01527,65.48,18,32.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bin-2014-Chinese Journal of Plant Ecology,33.65N,101.88E,2.2,672,6.33,Potentilla ragarioides,Rosaceae,Potentilla,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,140,1,140,29.7,18.1,6,6,5.2517,2.7704,0.49524,0.00912,109.7,18,54.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,280,1,280,24,20,4,4,1,1.6,0.18232,0.00203,491.64,19,61.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,560,1,560,24,20,4,4,2.2,1.6,0.18232,0.0037,270.22,19,33.7775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,840,1,840,27,20,4,4,2,1.6,0.3001,0.00297,336.5,19,42.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,1120,1,1120,27,20,4,4,2,1.6,0.3001,0.00297,336.5,19,42.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,1400,1,1400,27,20,4,4,1.6,1.6,0.3001,0.00248,403.57,19,50.44625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,1673,1,1673,28,20,4,4,1,1.6,0.33647,0.00192,521.14,19,65.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,1953,1,1953,29,20,4,4,2.6,1.6,0.37156,0.00361,277.05,19,34.63125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus alba,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Evergreen,NH4NO3,2233,1,2233,29,20,4,4,1.8,1.6,0.37156,0.00256,390.15,19,48.76875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,280,1,280,24,18,4,4,1,2.2,0.28768,0.00417,239.89,20,29.98625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,560,1,560,27,18,4,4,1,2.2,0.40547,0.00408,245.25,20,30.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,840,1,840,27,18,4,4,1.8,2.2,0.40547,0.00485,206.37,20,25.79625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,1120,1,1120,27,18,4,4,1.6,2.2,0.40547,0.00461,216.8,20,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,1400,1,1400,28,18,4,4,2.2,2.2,0.44183,0.00528,189.47,20,23.68375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,1673,1,1673,28,18,4,4,1,2.2,0.44183,0.00405,246.7,20,30.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,1953,1,1953,29,18,4,4,2.2,2.2,0.47692,0.00517,193.3,20,24.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Birge-2006-Scandinavian Journal of Forest Research,38.85N,86.10W,12.18033323,1141,6.2,Quercus rubra,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,2233,1,2233,30,18,4,4,2.8,2.2,0.51083,0.00591,169.14,20,21.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1993-Ecology,NA,NA,-3,900,NA,Bistorta bistortoides,Polygonaceae,Bistorta,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,250,2,500,4.8,4.21,5,5,0.1565,0.246,0.13115,9e-4,1116.87,21,558.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1993-Ecology,NA,NA,-3,900,NA,Bistorta bistortoides,Polygonaceae,Bistorta,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,250,2,500,4.13,3.31,5,5,0.2012,0.313,0.22133,0.00226,441.73,21,220.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1993-Ecology,NA,NA,-3,900,NA,Caltha leptosepala,Ranunculaceae,Caltha,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,250,2,500,3.66,3.6,5,5,0.313,0.1342,0.01653,0.00174,574.4,22,574.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1993-Ecology,NA,NA,-3,900,NA,Carex scopulorum,Cyperaceae,Carex,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,250,2,500,3.46,3.02,5,5,0.1789,0.1342,0.13601,0.00093000000000000005,1076.06,23,1076.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1993-Ecology,NA,NA,-3,900,NA,Kobresia myosuroides,Cyperaceae,Kobresia,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,250,2,500,3.56,2.71,5,5,0.1118,0.1118,0.27281,5.4e-4,1859.88,24,1859.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Acomastylis rossii,Rosaceae,Acomastylis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,158,2,316,2.1,1.97,5,5,0.4919,0.4249,0.0639,0.02028,49.32,25,24.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Acomastylis rossii,Rosaceae,Acomastylis,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,158,2,316,2.68,2.18,5,5,0.0671,0.2236,0.20649,0.00223,448.53,25,224.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Artemesia scopulorum,NA,Artemesia,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,158,2,316,3.59,2.92,5,5,0.2907,0.3578,0.20657,0.00431,231.82,26,231.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Bistorta bistortoides,Polygonaceae,Bistorta,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,158,2,316,3.98,3.02,5,5,0.3578,0.1565,0.27602,0.00215,464.39,27,464.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Bistorta vivipara,Polygonaceae,Bistorta,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,158,2,316,4.56,3.49,5,5,0.3354,0.559,0.26742,0.00621,160.94,28,160.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Calamagrostis purpurascens,Poaceae,Calamagrostis,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,158,2,316,2.28,1.74,5,5,0.1789,0.246,0.27029,0.00523,191.29,29,191.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Carex rupestris,Cyperaceae,Carex,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,158,2,316,2.96,1.64,5,5,0.4025,0.246,0.59049,0.0082,122,30,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Deschampsia caespitosa,Poaceae,Deschampsia,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,158,2,316,2.78,2.31,5,5,0.559,0.5367,0.1852,0.01888,52.96,31,52.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bowman-1995-Oecologia,NA,NA,-3,900,NA,Kobresia myosuroides,Cyperaceae,Kobresia,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,158,2,316,3.23,2.43,5,5,0.3801,0.4696,0.28459,0.01024,97.67,32,97.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Boyer-1999-Restoration Ecology,32.67N,117.1W,18.23200011,266,7.3,Spartina foliosa,Poaceae,Spartina,C4,non-legumes,Natural,Herb,Grass,NA,NA,Other,150,1,150,27.74,25.79,5,5,6.5023,5.5273,0.07293,0.02018,49.57,33,24.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Boyer-1999-Restoration Ecology,32.67N,117.1W,18.23200011,266,7.3,Spartina foliosa,Poaceae,Spartina,C4,non-legumes,Natural,Herb,Grass,NA,NA,Other,150,1,150,24.57,21.84,5,5,3.2498,2.2766,0.11765,0.00567,176.27,33,88.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,10,5,50,1.38,1.48,6,6,0.1618,0.0454,-0.07295,0.00245,407.54,34,33.96166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,10,5,50,1.57,1.6,6,6,0.0823,0.1033,-0.0196,0.00115,866.75,34,72.22916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,10,5,50,1.15,1.13,6,6,0.0704,0.0971,0.01888,0.00185,540.88,34,45.07333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,20,5,100,1.52,1.48,6,6,0.1192,0.0454,0.0241,0.00118,844.64,34,70.38666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,10,5,50,1.54,1.5,6,6,0.0653,0.0301,0.02525,3.7e-4,2738.89,34,228.2408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,20,5,100,1.23,1.13,6,6,0.0823,0.0971,0.08311,0.00197,506.38,34,42.19833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,20,5,100,1.65,1.5,6,6,0.0693,0.0301,0.09191,3.6e-4,2773.42,34,231.1183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,20,5,100,1.76,1.6,6,6,0.1612,0.1033,0.09657,0.00209,478.48,34,39.87333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,50,5,250,1.73,1.48,6,6,0.1022,0.0454,0.15696,7.4e-4,1360.41,34,113.3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,50,5,250,1.76,1.5,6,6,0.0772,0.0301,0.15731,3.9e-4,2582.6,34,215.2166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,50,5,250,1.38,1.13,6,6,0.0903,0.0971,0.19568,0.00194,514.21,34,42.85083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Britton-2008-Environmental Pollution,57.07N,3.33W,7.9,1051,4.34,Calluna vulgaris,Ericaceae,Calluna,CAM,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,50,5,250,2.05,1.6,6,6,0.1243,0.1033,0.24797,0.00131,764.69,34,63.72416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Chamaedaphne calyculata,Ericaceae,Chamaedaphne,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,1.17,1.02,7,7,0.1474,0.1535,0.13973,0.00551,181.33,35,90.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Chamaedaphne calyculata,Ericaceae,Chamaedaphne,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,1.46,1.02,7,7,0.0936,0.1535,0.35921,0.00384,260.46,35,130.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Ledum groenlandicum,Ericaceae,Ledum,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,1.21,1.04,7,7,0.1919,0.0967,0.14858,0.00485,206.25,36,103.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Ledum groenlandicum,Ericaceae,Ledum,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,1.28,1.04,7,7,0.2502,0.0967,0.20691,0.0067,149.19,36,74.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Vaccinium myrtilloides,Ericaceae,Vaccinium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,16,8,128,1.21,1.12,7,7,0.1351,0.089,0.07864,0.00267,373.88,37,186.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bubier-2011-Oecologia,45.67N,75.83W,6,944,5,Vaccinium myrtilloides,Ericaceae,Vaccinium,C3,non-legumes,Natural,Woody,Shrub,NA,NA,NH4NO3,64,3,192,1.41,1.12,7,7,0.1689,0.089,0.229,0.00295,338.74,37,169.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmass,Bucci-2006-Plant Cell and Environment,15.93S,47.53 W,21.11083313,1500,5.2,Blepharocalyx salicifolius,Myrtaceae,Blepharocalyx,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Deciduous,NH4+,100,7,700,13.5,11.9,4,4,0.8,0.6,0.12615,0.00151,660.74,38,660.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
